epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,1269.09,0.73119,0.66747,1.23993,0.95034,0.90564,0.9384,0.7504,0.8553,0.63468,1.31017,0.000406,0.000406,0.000406
74,1286.13,0.74634,0.68974,1.22456,0.94128,0.91654,0.93913,0.7727,0.81131,0.59425,1.26856,0.00039775,0.00039775,0.00039775
75,1303,0.72862,0.67033,1.23133,0.94298,0.92228,0.94289,0.77583,0.81372,0.59402,1.26041,0.0003895,0.0003895,0.0003895
76,1320.17,0.7209,0.65287,1.21285,0.94622,0.92083,0.94387,0.75145,0.85144,0.60673,1.30053,0.00038125,0.00038125,0.00038125
77,1337.28,0.73915,0.67238,1.22886,0.9475,0.91433,0.93415,0.76876,0.81631,0.58905,1.24709,0.000373,0.000373,0.000373
78,1354.4,0.7349,0.6521,1.22401,0.93142,0.90884,0.92949,0.75347,0.83163,0.59597,1.29749,0.00036475,0.00036475,0.00036475
79,1371.55,0.69507,0.6462,1.21741,0.93434,0.93114,0.94085,0.76476,0.83774,0.59104,1.28227,0.0003565,0.0003565,0.0003565
80,1388.57,0.72558,0.63596,1.21929,0.94617,0.92107,0.93998,0.76196,0.84728,0.60908,1.3172,0.00034825,0.00034825,0.00034825
81,1405.67,0.71803,0.64736,1.21374,0.9269,0.92488,0.93812,0.76365,0.84334,0.58569,1.31192,0.00034,0.00034,0.00034
82,1422.64,0.70744,0.64856,1.20864,0.911,0.9289,0.93794,0.77091,0.80456,0.59084,1.27705,0.00033175,0.00033175,0.00033175
83,1439.78,0.70863,0.62879,1.20708,0.93131,0.90834,0.93759,0.771,0.78855,0.58008,1.25111,0.0003235,0.0003235,0.0003235
84,1456.88,0.71861,0.62163,1.19887,0.92833,0.9095,0.93949,0.76357,0.81168,0.57794,1.28944,0.00031525,0.00031525,0.00031525
85,1473.95,0.69733,0.62879,1.20958,0.96109,0.90197,0.94313,0.77008,0.78751,0.57866,1.25261,0.000307,0.000307,0.000307
86,1491.07,0.69784,0.61238,1.18864,0.93149,0.90274,0.92828,0.76746,0.79291,0.59437,1.26094,0.00029875,0.00029875,0.00029875
87,1508.3,0.70037,0.62292,1.2061,0.94568,0.92336,0.94124,0.76605,0.80012,0.58046,1.25051,0.0002905,0.0002905,0.0002905
88,1525.43,0.69808,0.60129,1.19693,0.94977,0.92039,0.94218,0.79105,0.76212,0.55804,1.21264,0.00028225,0.00028225,0.00028225
89,1542.59,0.69354,0.60241,1.20265,0.94292,0.91932,0.9396,0.77435,0.79217,0.56932,1.24092,0.000274,0.000274,0.000274
90,1559.85,0.67872,0.61453,1.19701,0.94287,0.9145,0.93182,0.76686,0.80324,0.59881,1.24992,0.00026575,0.00026575,0.00026575
91,1576.94,0.69648,0.62026,1.20923,0.94267,0.91414,0.93532,0.77631,0.78209,0.58109,1.2407,0.0002575,0.0002575,0.0002575
92,1593.9,0.65863,0.56635,1.17407,0.94636,0.92594,0.93957,0.77849,0.79388,0.56125,1.24025,0.00024925,0.00024925,0.00024925
93,1611.04,0.67384,0.58451,1.1913,0.95032,0.90644,0.94109,0.78184,0.77273,0.56066,1.21735,0.000241,0.000241,0.000241
94,1628.26,0.65256,0.57886,1.17946,0.93999,0.91935,0.94095,0.78317,0.78162,0.55639,1.22593,0.00023275,0.00023275,0.00023275
95,1645.33,0.6862,0.57073,1.1806,0.96112,0.91076,0.93849,0.76511,0.81025,0.5686,1.25547,0.0002245,0.0002245,0.0002245
96,1662.35,0.68145,0.58131,1.18865,0.92669,0.93118,0.94369,0.77183,0.81101,0.5721,1.26924,0.00021625,0.00021625,0.00021625
97,1679.31,0.67225,0.58578,1.18618,0.94071,0.92494,0.94907,0.77716,0.78872,0.5511,1.24178,0.000208,0.000208,0.000208
98,1696.29,0.65746,0.58277,1.18396,0.95232,0.91941,0.94573,0.78576,0.76462,0.55569,1.23428,0.00019975,0.00019975,0.00019975
99,1713.25,0.67191,0.56984,1.19939,0.95789,0.92448,0.94331,0.77769,0.7793,0.53856,1.23564,0.0001915,0.0001915,0.0001915
100,1730.28,0.66951,0.58845,1.18472,0.93647,0.92534,0.94224,0.77484,0.77247,0.53291,1.22611,0.00018325,0.00018325,0.00018325
101,1747.41,0.65474,0.57058,1.17196,0.95032,0.93338,0.94154,0.7862,0.77553,0.5469,1.22449,0.000175,0.000175,0.000175
102,1764.42,0.66444,0.56071,1.18098,0.95016,0.92514,0.94092,0.79032,0.75319,0.53173,1.21126,0.00016675,0.00016675,0.00016675
103,1781.52,0.6407,0.56523,1.17074,0.95773,0.92715,0.94423,0.78956,0.75989,0.52573,1.21139,0.0001585,0.0001585,0.0001585
104,1798.6,0.66634,0.57557,1.18013,0.93593,0.92795,0.94509,0.79718,0.74724,0.53552,1.20521,0.00015025,0.00015025,0.00015025
105,1815.79,0.64347,0.54297,1.15129,0.94163,0.91593,0.93995,0.78847,0.75968,0.54884,1.21652,0.000142,0.000142,0.000142
106,1832.84,0.63808,0.54176,1.16631,0.9533,0.90494,0.93646,0.78225,0.76891,0.54983,1.22556,0.00013375,0.00013375,0.00013375
107,1849.88,0.65342,0.57844,1.18947,0.9387,0.93279,0.94295,0.78847,0.75593,0.53774,1.21176,0.0001255,0.0001255,0.0001255
108,1867.02,0.63356,0.54768,1.16765,0.94524,0.93035,0.94153,0.78334,0.75832,0.5436,1.20107,0.00011725,0.00011725,0.00011725
109,1883.98,0.63518,0.55445,1.15455,0.93431,0.92651,0.93882,0.78414,0.75795,0.55424,1.19227,0.000109,0.000109,0.000109
110,1900.96,0.6338,0.54566,1.16602,0.92871,0.93317,0.93742,0.79078,0.75086,0.53091,1.19783,0.00010075,0.00010075,0.00010075
111,1918.49,0.5813,0.46415,1.11838,0.94348,0.92271,0.94039,0.79029,0.74862,0.53257,1.19742,9.25e-05,9.25e-05,9.25e-05
112,1935.23,0.58471,0.4383,1.12207,0.96409,0.92208,0.94258,0.79455,0.74626,0.5292,1.19125,8.425e-05,8.425e-05,8.425e-05
113,1951.9,0.56235,0.41988,1.10395,0.96315,0.91734,0.94137,0.79335,0.74482,0.52587,1.19289,7.6e-05,7.6e-05,7.6e-05
114,1968.48,0.56239,0.41564,1.09424,0.95678,0.92454,0.93998,0.79022,0.74379,0.5203,1.19137,6.775e-05,6.775e-05,6.775e-05
115,1985.23,0.5618,0.40921,1.11105,0.95278,0.92377,0.9401,0.79657,0.72569,0.51737,1.17223,5.95e-05,5.95e-05,5.95e-05
116,2001.83,0.56942,0.41435,1.11129,0.95897,0.91998,0.94602,0.80078,0.72192,0.50554,1.16391,5.125e-05,5.125e-05,5.125e-05
117,2018.56,0.55462,0.39726,1.10393,0.95887,0.92562,0.94346,0.79799,0.72564,0.5089,1.16957,4.3e-05,4.3e-05,4.3e-05
118,2035.19,0.54709,0.39159,1.08836,0.96079,0.92285,0.94134,0.80057,0.72549,0.51082,1.16815,3.475e-05,3.475e-05,3.475e-05
119,2051.77,0.53717,0.3821,1.08114,0.96064,0.92147,0.9428,0.79803,0.72476,0.5073,1.17006,2.65e-05,2.65e-05,2.65e-05
120,2068.54,0.54191,0.39562,1.08276,0.95742,0.92054,0.94023,0.7983,0.71928,0.51072,1.16665,1.825e-05,1.825e-05,1.825e-05
